2025-11-28 11:37:46 | INFO     | root:setup_logging:66 | ================================================================================
2025-11-28 11:37:46 | INFO     | root:setup_logging:67 | Logging system initialized - Log file: c:\Projects\marei-mekomos\backend\logs\marei_mekomos_20251128.log
2025-11-28 11:37:46 | INFO     | root:setup_logging:68 | ================================================================================
2025-11-28 11:37:46 | INFO     | __main__:<module>:90 | ✓ Anthropic client initialized successfully
2025-11-28 11:37:46 | INFO     | __main__:<module>:835 | 🚀 Starting Marei Mekomos API v4.0
2025-11-28 11:37:46 | INFO     | __main__:<module>:836 |    Using Sefaria Related API approach
2025-11-28 11:37:46 | INFO     | __main__:<module>:837 |    Listening on http://0.0.0.0:8000
2025-11-28 11:37:46 | DEBUG    | asyncio:__init__:623 | Using proactor: IocpProactor
2025-11-28 11:38:06 | INFO     | __main__:search_sources:705 | ====================================================================================================
2025-11-28 11:38:06 | INFO     | __main__:search_sources:706 | NEW SEARCH REQUEST: 'chuppas niddah rambam'
2025-11-28 11:38:06 | INFO     | __main__:search_sources:709 | ====================================================================================================
2025-11-28 11:38:06 | INFO     | __main__:interpret_query:428 | ================================================================================
2025-11-28 11:38:06 | INFO     | __main__:interpret_query:429 | STAGE 0: QUERY INTERPRETATION
2025-11-28 11:38:06 | INFO     | __main__:interpret_query:430 | ================================================================================
2025-11-28 11:38:06 | INFO     | __main__:interpret_query:431 |   Topic: chuppas niddah rambam
2025-11-28 11:38:06 | DEBUG    | cache_manager:get:52 | Cache DISABLED (via USE_CACHE env var)
2025-11-28 11:38:06 | DEBUG    | __main__:interpret_query:464 |   Sending to Claude...
2025-11-28 11:38:07 | DEBUG    | anthropic._base_client:_build_request:493 | Request options: {'method': 'post', 'url': '/v1/messages', 'timeout': Timeout(connect=5.0, read=600, write=600, pool=600), 'files': None, 'idempotency_key': 'stainless-python-retry-5e9c7740-4aa7-49bb-92c5-275b64c42a48', 'json_data': {'max_tokens': 800, 'messages': [{'role': 'user', 'content': 'User\'s query: "chuppas niddah rambam"\n\nInterpret this query, handling any spelling variations or transliterations. Determine if clarification is needed.'}], 'model': 'claude-sonnet-4-20250514', 'system': 'You are a Torah scholar assistant that interprets user queries about Jewish texts.\n\nYour job is to:\n1. Understand what the user is asking (handling spelling variations, transliterations, Hebrew, etc.)\n2. Map their query to standard halachic/Torah concepts\n3. Determine if clarification is needed\n\nHANDLING SPELLING VARIATIONS:\n- "chuppa" / "chuppah" / "chupa" / "huppa" / "חופה" → All mean "chuppah"\n- "niddah" / "nida" / "nidah" / "נדה" → All mean "niddah"\n- "rambam" / "Rambam" / "maimonides" / "רמב״ם" → All mean "Rambam"\n- "shulchan aruch" / "shulchan arukh" / "SA" / "שולחן ערוך" → All mean "Shulchan Aruch"\n\nYour output should normalize these into standard English terms that Sefaria uses.\n\nCONFIDENCE CHECK:\nOnly ask for clarification if the query is GENUINELY UNCLEAR or could mean completely different things.\n\nExamples where clarification IS needed:\n- "niddah" (alone - could be laws, tum\'ah, or mikvah)\n- "chuppah" (alone - could be construction, laws, or blessings)\n\nExamples where clarification is NOT needed:\n- "chuppas niddah rambam" (specific enough - proceed!)\n- "bitul chametz" (clear topic - proceed!)\n- "kibbud av v\'em" (clear topic - proceed!)\n\nIf you can reasonably determine what they\'re asking about, DON\'T ask for clarification - just proceed!\n\nReturn JSON:\n{\n  "needs_clarification": true/false,\n  "clarifying_questions": ["Question 1?", "Question 2?"],  // Max 2 questions, ONLY if genuinely unclear\n  "interpreted_query": "The normalized query in standard terminology",\n  "confidence": "high/medium/low"\n}\n\nIf needs_clarification is false, clarifying_questions should be empty.'}}
2025-11-28 11:38:07 | DEBUG    | anthropic._base_client:request:1045 | Sending HTTP Request: POST https://api.anthropic.com/v1/messages
2025-11-28 11:38:07 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.started host='api.anthropic.com' port=443 local_address=None timeout=5.0 socket_options=[(65535, 8, True), (6, 17, 60), (6, 16, 5), (6, 3, 60)]
2025-11-28 11:38:07 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001C82F107C70>
2025-11-28 11:38:07 | DEBUG    | httpcore.connection:trace:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x000001C82EEE7C40> server_hostname='api.anthropic.com' timeout=5.0
2025-11-28 11:38:07 | DEBUG    | httpcore.connection:trace:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001C82F107A00>
2025-11-28 11:38:07 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.started request=<Request [b'POST']>
2025-11-28 11:38:07 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.complete
2025-11-28 11:38:07 | DEBUG    | httpcore.http11:trace:47 | send_request_body.started request=<Request [b'POST']>
2025-11-28 11:38:07 | DEBUG    | httpcore.http11:trace:47 | send_request_body.complete
2025-11-28 11:38:07 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.started request=<Request [b'POST']>
